07078099;25062.047000000002;25403.135
07078148;30789.543999999998;31384.316
07052042;7465.08;7624.812
07052037;11059.5455;11295.625
07052043;5665.2025;5801.981
07051986;8267.8685;8440.764
07057657;7854.389999999999;8021.014
07057654;9712.9735;9931.424
07057664;10488.037;10711.792
07057666;16693.504500000003;17046.789
07057656;6715.9985;6872.878
07052018;13892.403;14133.535999999998
07051978;8565.3375;8802.937
07051979;20.1825;27.814
07052049;2867.5015000000003;2923.686
07052038;5313.505999999999;5423.717999999999
07051987;2143.364;2183.231
07052013;3084.7935;3128.418
13087926;1691.1370000000002;1789.031
13088000;6264.882;6460.221
13087920;6581.990500000001;6785.627
13087921;10031.371500000001;10417.693
13088002;1774.2045;1875.994
13035217;1240.8715;1306.424
18421911;2227.833;2393.305
18421912;3379.535;3632.0150000000003
18421787;3127.529;3327.7300000000005
18421869;2893.623;3057.771
18421871;2544.566;2718.982
18421883;3397.3175;3632.7589999999996
18421996;1988.03;2148.421
18421908;3245.4355;3452.726
18421961;1659.2375;1801.809
18421931;3107.978;3353.143
